director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tags
Steven Soderbergh,Brad Pitt,Bernie Mac,Elliott Gould,Crime Thriller,ocean's eleven,Crime Thriller ocean's eleven Brad Pitt Bernie Mac Elliott Gould Steven Soderbergh
Paul W.S. Anderson,Milla Jovovich,Logan Lerman,Orlando Bloom,Action Adventure Romance,the three musketeers,Action Adventure Romance the three musketeers Milla Jovovich Logan Lerman Orlando Bloom Paul W.S. Anderson
Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Jon Lovitz,Animation Comedy Family Fantasy,hotel transylvania,Animation Comedy Family Fantasy hotel transylvania Steve Buscemi Adam Sandler Jon Lovitz Genndy Tartakovsky
Kevin Lima,Jeff Bennett,Teala Dunn,Fred Tatasciore,Animation Comedy Family Fantasy Musical Romance,enchanted,Animation Comedy Family Fantasy Musical Romance enchanted Jeff Bennett Teala Dunn Fred Tatasciore Kevin Lima
Daniel Espinosa,Denzel Washington,Ryan Reynolds,Sam Shepard,Action Crime Mystery Thriller,safe house,Action Crime Mystery Thriller safe house Denzel Washington Ryan Reynolds Sam Shepard Daniel Espinosa
Kevin Lima,Ioan Gruffudd,Eric Idle,Jim Carter,Adventure Comedy Family,102 dalmatians,Adventure Comedy Family 102 dalmatians Ioan Gruffudd Eric Idle Jim Carter Kevin Lima
Brett Ratner,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,Action Comedy Crime,tower heist,Action Comedy Crime tower heist Matthew Broderick Gabourey Sidibe Judd Hirsch Brett Ratner
Nancy Meyers,Kate Winslet,Rufus Sewell,Sarah Parish,Comedy Romance,the holiday,Comedy Romance the holiday Kate Winslet Rufus Sewell Sarah Parish Nancy Meyers
Tony Scott,Will Smith,Jake Busey,Lisa Bonet,Action Crime Drama Mystery Thriller,enemy of the state,Action Crime Drama Mystery Thriller enemy of the state Will Smith Jake Busey Lisa Bonet Tony Scott
Nancy Meyers,Meryl Streep,Hunter Parrish,Zoe Kazan,Comedy Drama Romance,it's complicated,Comedy Drama Romance it's complicated Meryl Streep Hunter Parrish Zoe Kazan Nancy Meyers
Steven Soderbergh,Al Pacino,Matt Damon,Brad Pitt,Crime Thriller,ocean's thirteen,Crime Thriller ocean's thirteen Al Pacino Matt Damon Brad Pitt Steven Soderbergh
Roger Allers,Jon Favreau,Debra Messing,Jane Krakowski,Adventure Animation Comedy Family,open season,Adventure Animation Comedy Family open season Jon Favreau Debra Messing Jane Krakowski Roger Allers
Neil Burger,Kate Winslet,Theo James,Mekhi Phifer,Adventure Mystery Sci-Fi,divergent,Adventure Mystery Sci-Fi divergent Kate Winslet Theo James Mekhi Phifer Neil Burger
Jean-Jacques Annaud,Bob Hoskins,Gabriel Thomson,Clemens Schick,Drama History War,enemy at the gates,Drama History War enemy at the gates Bob Hoskins Gabriel Thomson Clemens Schick Jean-Jacques Annaud
Peter Berg,Dwayne Johnson,Rosario Dawson,Ewen Bremner,Action Adventure Comedy Thriller,the rundown,Action Adventure Comedy Thriller the rundown Dwayne Johnson Rosario Dawson Ewen Bremner Peter Berg
John McTiernan,F. Murray Abraham,Tom Noonan,Joan Plowright,Action Adventure Comedy Fantasy,last action hero,Action Adventure Comedy Fantasy last action hero F. Murray Abraham Tom Noonan Joan Plowright John McTiernan
Rob Marshall,Li Gong,Mako,Karl Yune,Drama Romance,memoirs of a geisha,Drama Romance memoirs of a geisha Li Gong Mako Karl Yune Rob Marshall
Justin Lin,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,Action Crime Thriller,the fast and the furious: tokyo drift,Action Crime Thriller the fast and the furious: tokyo drift Amber Stevens West Zachery Ty Bryan Nikki Griffin Justin Lin
Sarah Smith,Jim Broadbent,Imelda Staunton,Michael Palin,Adventure Animation Comedy Family Fantasy,arthur christmas,Adventure Animation Comedy Family Fantasy arthur christmas Jim Broadbent Imelda Staunton Michael Palin Sarah Smith
Martin Brest,Anthony Hopkins,Brad Pitt,Jake Weber,Drama Fantasy Romance,meet joe black,Drama Fantasy Romance meet joe black Anthony Hopkins Brad Pitt Jake Weber Martin Brest
Andrew Davis,Raymond Cruz,Rick Worthy,Jsu Garcia,Action Drama Thriller,collateral damage,Action Drama Thriller collateral damage Raymond Cruz Rick Worthy Jsu Garcia Andrew Davis
Bob Fosse,Roy Scheider,Ben Vereen,Max Wright,Comedy Drama Music Musical,all that jazz,Comedy Drama Music Musical all that jazz Roy Scheider Ben Vereen Max Wright Bob Fosse
Tarsem Singh,Julia Roberts,Nathan Lane,Danny Woodburn,Adventure Comedy Drama Family Fantasy,mirror mirror,Adventure Comedy Drama Family Fantasy mirror mirror Julia Roberts Nathan Lane Danny Woodburn Tarsem Singh
Edgar Wright,Anna Kendrick,Kieran Culkin,Ellen Wong,Action Comedy Fantasy Romance,scott pilgrim vs. the world,Action Comedy Fantasy Romance scott pilgrim vs. the world Anna Kendrick Kieran Culkin Ellen Wong Edgar Wright
Jon Amiel,Glenn Morshower,Tchéky Karyo,Rekha Sharma,Action Adventure Sci-Fi Thriller,the core,Action Adventure Sci-Fi Thriller the core Glenn Morshower Tchéky Karyo Rekha Sharma Jon Amiel
Peter Segal,Larry Miller,Janet Jackson,Chris Elliott,Comedy Romance Sci-Fi,nutty professor ii: the klumps,Comedy Romance Sci-Fi nutty professor ii: the klumps Larry Miller Janet Jackson Chris Elliott Peter Segal
Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,Adventure Comedy Mystery,scooby-doo,Adventure Comedy Mystery scooby-doo Sarah Michelle Gellar Linda Cardellini Miguel A. Núñez Jr. Raja Gosnell
Frank Coraci,Adam Sandler,Cameron Monaghan,Julie Kavner,Comedy Drama Fantasy Romance,click,Comedy Drama Fantasy Romance click Adam Sandler Cameron Monaghan Julie Kavner Frank Coraci
Brad Peyton,Jack McBrayer,Sean Hayes,Katt Williams,Action Comedy Family Fantasy,cats & dogs: the revenge of kitty galore,Action Comedy Family Fantasy cats & dogs: the revenge of kitty galore Jack McBrayer Sean Hayes Katt Williams Brad Peyton
Doug Liman,Kristen Stewart,Hayden Christensen,Tom Hulce,Action Adventure Sci-Fi Thriller,jumper,Action Adventure Sci-Fi Thriller jumper Kristen Stewart Hayden Christensen Tom Hulce Doug Liman
Guillermo del Toro,Seth MacFarlane,Iván Kamarás,Brian Steele,Action Adventure Fantasy Horror Sci-Fi,hellboy ii: the golden army,Action Adventure Fantasy Horror Sci-Fi hellboy ii: the golden army Seth MacFarlane Iván Kamarás Brian Steele Guillermo del Toro
David Fincher,Robert Downey Jr.,Jake Gyllenhaal,Anthony Edwards,Crime Drama History Mystery Thriller,zodiac,Crime Drama History Mystery Thriller zodiac Robert Downey Jr. Jake Gyllenhaal Anthony Edwards David Fincher
Roger Spottiswoode,Robert Duvall,Michael Rapaport,Tony Goldwyn,Action Mystery Sci-Fi Thriller,the 6th day,Action Mystery Sci-Fi Thriller the 6th day Robert Duvall Michael Rapaport Tony Goldwyn Roger Spottiswoode
Tom Shadyac,Morgan Freeman,Steve Carell,Lisa Ann Walter,Comedy Drama,bruce almighty,Comedy Drama bruce almighty Morgan Freeman Steve Carell Lisa Ann Walter Tom Shadyac
Sylvester Stallone,Jason Statham,Sylvester Stallone,Jet Li,Action Adventure Thriller,the expendables,Action Adventure Thriller the expendables Jason Statham Sylvester Stallone Jet Li Sylvester Stallone
Brian De Palma,Tom Cruise,Kristin Scott Thomas,Vanessa Redgrave,Action Adventure Thriller,mission: impossible,Action Adventure Thriller mission: impossible Tom Cruise Kristin Scott Thomas Vanessa Redgrave Brian De Palma
Gary Ross,Jennifer Lawrence,Josh Hutcherson,Anthony Reynolds,Adventure Drama Sci-Fi Thriller,the hunger games,Adventure Drama Sci-Fi Thriller the hunger games Jennifer Lawrence Josh Hutcherson Anthony Reynolds Gary Ross
Todd Phillips,Bradley Cooper,Mason Lee,Mike Tyson,Comedy,the hangover part ii,Comedy the hangover part ii Bradley Cooper Mason Lee Mike Tyson Todd Phillips
Tim Burton,Michael Gough,Vincent Schiavelli,Andrew Bryniarski,Action,batman returns,Action batman returns Michael Gough Vincent Schiavelli Andrew Bryniarski Tim Burton
Tim Johnson,Bruce Willis,Steve Carell,Catherine O'Hara,Adventure Animation Comedy Family,over the hedge,Adventure Animation Comedy Family over the hedge Bruce Willis Steve Carell Catherine O'Hara Tim Johnson
Dean DeBlois,Tia Carrere,Jason Scott Lee,David Ogden Stiers,Adventure Animation Comedy Drama Family Fantasy Sci-Fi,lilo & stitch,Adventure Animation Comedy Drama Family Fantasy Sci-Fi lilo & stitch Tia Carrere Jason Scott Lee David Ogden Stiers Dean DeBlois
Gary Winick,Steve Buscemi,Julia Roberts,Oprah Winfrey,Comedy Family Fantasy,charlotte's web,Comedy Family Fantasy charlotte's web Steve Buscemi Julia Roberts Oprah Winfrey Gary Winick
Mimi Leder,Morgan Freeman,Jon Favreau,Robert Duvall,Action Drama Romance Sci-Fi Thriller,deep impact,Action Drama Romance Sci-Fi Thriller deep impact Morgan Freeman Jon Favreau Robert Duvall Mimi Leder
Dean Parisot,Bruce Willis,Anthony Hopkins,Garrick Hagon,Action Comedy Crime Thriller,red 2,Action Comedy Crime Thriller red 2 Bruce Willis Anthony Hopkins Garrick Hagon Dean Parisot
Peter Segal,Adam Sandler,Steve Reevis,Dalip Singh,Comedy Crime Sport,the longest yard,Comedy Crime Sport the longest yard Adam Sandler Steve Reevis Dalip Singh Peter Segal
Mike Mitchell,Amy Poehler,Jesse McCartney,Lauren Gottlieb,Adventure Animation Comedy Family Fantasy Music,alvin and the chipmunks: chipwrecked,Adventure Animation Comedy Family Fantasy Music alvin and the chipmunks: chipwrecked Amy Poehler Jesse McCartney Lauren Gottlieb Mike Mitchell
Dennis Dugan,Steve Buscemi,Adam Sandler,Jon Lovitz,Comedy,grown ups 2,Comedy grown ups 2 Steve Buscemi Adam Sandler Jon Lovitz Dennis Dugan
Peter Segal,Bill Murray,Dwayne Johnson,Anne Hathaway,Action Adventure Comedy,get smart,Action Adventure Comedy get smart Bill Murray Dwayne Johnson Anne Hathaway Peter Segal
Nancy Meyers,Keanu Reeves,Jon Favreau,Paul Michael Glaser,Comedy Drama Romance,something's gotta give,Comedy Drama Romance something's gotta give Keanu Reeves Jon Favreau Paul Michael Glaser Nancy Meyers
Martin Scorsese,Leonardo DiCaprio,Joseph Sikora,Nellie Sciutto,Mystery Thriller,shutter island,Mystery Thriller shutter island Leonardo DiCaprio Joseph Sikora Nellie Sciutto Martin Scorsese
Seth Gordon,Jon Favreau,Robert Duvall,Katy Mixon,Comedy Drama Romance,four christmases,Comedy Drama Romance four christmases Jon Favreau Robert Duvall Katy Mixon Seth Gordon
Chris Wedge,Jim Broadbent,Drew Carey,Paula Abdul,Adventure Animation Comedy Family Sci-Fi,robots,Adventure Animation Comedy Family Sci-Fi robots Jim Broadbent Drew Carey Paula Abdul Chris Wedge
John Woo,Nicolas Cage,CCH Pounder,Joan Allen,Action Crime Sci-Fi Thriller,face/off,Action Crime Sci-Fi Thriller face/off Nicolas Cage CCH Pounder Joan Allen John Woo
Adam Shankman,Adam Sandler,Carmen Electra,Kathryn Joosten,Comedy Family Fantasy Romance,bedtime stories,Comedy Family Fantasy Romance bedtime stories Adam Sandler Carmen Electra Kathryn Joosten Adam Shankman
Sam Mendes,Tom Hanks,Jennifer Jason Leigh,Liam Aiken,Crime Drama Thriller,road to perdition,Crime Drama Thriller road to perdition Tom Hanks Jennifer Jason Leigh Liam Aiken Sam Mendes
Dennis Dugan,Adam Sandler,Bailee Madison,Kevin Nealon,Comedy Romance,just go with it,Comedy Romance just go with it Adam Sandler Bailee Madison Kevin Nealon Dennis Dugan
Simon West,Steve Buscemi,Monica Potter,Dave Chappelle,Action Crime Thriller,con air,Action Crime Thriller con air Steve Buscemi Monica Potter Dave Chappelle Simon West
D.J. Caruso,Rosario Dawson,Ethan Embry,Cameron Boyce,Action Mystery Thriller,eagle eye,Action Mystery Thriller eagle eye Rosario Dawson Ethan Embry Cameron Boyce D.J. Caruso
Anthony Minghella,Philip Seymour Hoffman,Natalie Portman,Charlie Hunnam,Adventure Drama History Romance War,cold mountain,Adventure Drama History Romance War cold mountain Philip Seymour Hoffman Natalie Portman Charlie Hunnam Anthony Minghella
Albert Hughes,Denzel Washington,Mila Kunis,Gary Oldman,Action Adventure Drama Thriller,the book of eli,Action Adventure Drama Thriller the book of eli Denzel Washington Mila Kunis Gary Oldman Albert Hughes
Les Mayfield,Robin Williams,Jodi Benson,Sam Lloyd,Comedy Family Sci-Fi,flubber,Comedy Family Sci-Fi flubber Robin Williams Jodi Benson Sam Lloyd Les Mayfield
Jan de Bont,Liam Neeson,Lili Taylor,Virginia Madsen,Fantasy Horror Mystery Thriller,the haunting,Fantasy Horror Mystery Thriller the haunting Liam Neeson Lili Taylor Virginia Madsen Jan de Bont
Joe Pytka,Bill Murray,Wayne Knight,Michael Jordan,Adventure Animation Comedy Family Fantasy Sci-Fi Sport,space jam,Adventure Animation Comedy Family Fantasy Sci-Fi Sport space jam Bill Murray Wayne Knight Michael Jordan Joe Pytka
Shawn Levy,Roger Rees,Henry Czerny,William Abadie,Adventure Comedy Crime Family Mystery,the pink panther,Adventure Comedy Crime Family Mystery the pink panther Roger Rees Henry Czerny William Abadie Shawn Levy
Richard Donner,Julia Roberts,Alex McArthur,Michael Potts,Action Crime Mystery Romance Thriller,conspiracy theory,Action Crime Mystery Romance Thriller conspiracy theory Julia Roberts Alex McArthur Michael Potts Richard Donner
David Ayer,Brad Pitt,Logan Lerman,Jim Parrack,Action Drama War,fury,Action Drama War fury Brad Pitt Logan Lerman Jim Parrack David Ayer
Ivan Reitman,Harrison Ford,Anne Heche,Amy Sedaris,Action Adventure Comedy Romance,six days seven nights,Action Adventure Comedy Romance six days seven nights Harrison Ford Anne Heche Amy Sedaris Ivan Reitman
Eric Brevig,Justin Timberlake,Tom Cavanagh,Josh Robert Thompson,Adventure Animation Comedy Family,yogi bear,Adventure Animation Comedy Family yogi bear Justin Timberlake Tom Cavanagh Josh Robert Thompson Eric Brevig
Kelly Asbury,Matt Damon,Charles Napier,Zahn McClarnon,Adventure Animation Family Western,spirit: stallion of the cimarron,Adventure Animation Family Western spirit: stallion of the cimarron Matt Damon Charles Napier Zahn McClarnon Kelly Asbury
Frank Coraci,Rosario Dawson,Leslie Bibb,Nicholas Turturro,Comedy Family Romance,zookeeper,Comedy Family Romance zookeeper Rosario Dawson Leslie Bibb Nicholas Turturro Frank Coraci
Stephen Hopkins,Gary Oldman,William Hurt,June Lockhart,Action Adventure Family Sci-Fi Thriller,lost in space,Action Adventure Family Sci-Fi Thriller lost in space Gary Oldman William Hurt June Lockhart Stephen Hopkins
Jonathan Demme,Denzel Washington,Dorian Missick,Jose Pablo Cantillo,Drama Mystery Sci-Fi Thriller,the manchurian candidate,Drama Mystery Sci-Fi Thriller the manchurian candidate Denzel Washington Dorian Missick Jose Pablo Cantillo Jonathan Demme
Henry Jaglom,Vanessa Redgrave,Stephen Dillane,Michael Brandon,Drama Romance,déjà vu,Drama Romance déjà vu Vanessa Redgrave Stephen Dillane Michael Brandon Henry Jaglom
Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Fran Drescher,Animation Comedy Family Fantasy,hotel transylvania 2,Animation Comedy Family Fantasy hotel transylvania 2 Steve Buscemi Adam Sandler Fran Drescher Genndy Tartakovsky
James Algar,Quincy Jones,Penn Jillette,Russi Taylor,Animation Family Fantasy Music,fantasia 2000,Animation Family Fantasy Music fantasia 2000 Quincy Jones Penn Jillette Russi Taylor James Algar
Simon Wells,Mark Addy,Alan Young,Josh Stamberg,Action Adventure Sci-Fi,the time machine,Action Adventure Sci-Fi the time machine Mark Addy Alan Young Josh Stamberg Simon Wells
Ron Underwood,Charlize Theron,Mika Boorem,David Paymer,Action Adventure Family Fantasy Thriller,mighty joe young,Action Adventure Family Fantasy Thriller mighty joe young Charlize Theron Mika Boorem David Paymer Ron Underwood
Dominic Sena,Hugh Jackman,Don Cheadle,Sam Shepard,Action Crime Thriller,swordfish,Action Crime Thriller swordfish Hugh Jackman Don Cheadle Sam Shepard Dominic Sena
Martin Campbell,Michael Emerson,Nick Chinlund,Adrian Alonso,Action Adventure Western,the legend of zorro,Action Adventure Western the legend of zorro Michael Emerson Nick Chinlund Adrian Alonso Martin Campbell
Vincent Ward,Robin Williams,Annabella Sciorra,Rosalind Chao,Drama Fantasy Romance,what dreams may come,Drama Fantasy Romance what dreams may come Robin Williams Annabella Sciorra Rosalind Chao Vincent Ward
Steven Brill,Adam Sandler,Jon Lovitz,Michael McKean,Comedy Fantasy,little nicky,Comedy Fantasy little nicky Adam Sandler Jon Lovitz Michael McKean Steven Brill
Terry Gilliam,Matt Damon,Heath Ledger,Mackenzie Crook,Action Adventure Comedy Fantasy Thriller,the brothers grimm,Action Adventure Comedy Fantasy Thriller the brothers grimm Matt Damon Heath Ledger Mackenzie Crook Terry Gilliam
Tim Burton,Natalie Portman,Martin Short,Lukas Haas,Action Comedy Sci-Fi,mars attacks!,Action Comedy Sci-Fi mars attacks! Natalie Portman Martin Short Lukas Haas Tim Burton
Lucile Hadzihalilovic,Nissim Renard,Roxane Duran,Julie-Marie Parmentier,Drama Horror Mystery Sci-Fi,evolution,Drama Horror Mystery Sci-Fi evolution Nissim Renard Roxane Duran Julie-Marie Parmentier Lucile Hadzihalilovic
Lee Tamahori,Anthony Hopkins,Harold Perrineau,Bart the Bear,Action Adventure Drama Thriller,the edge,Action Adventure Drama Thriller the edge Anthony Hopkins Harold Perrineau Bart the Bear Lee Tamahori
Jonathan Mostow,Bruce Willis,Devin Ratray,Boris Kodjoe,Action Sci-Fi Thriller,surrogates,Action Sci-Fi Thriller surrogates Bruce Willis Devin Ratray Boris Kodjoe Jonathan Mostow
Roger Donaldson,Bruce Greenwood,Jon Foster,Bruce Thomas,Drama History Thriller,thirteen days,Drama History Thriller thirteen days Bruce Greenwood Jon Foster Bruce Thomas Roger Donaldson
Rob Cohen,Sylvester Stallone,Viggo Mortensen,Amy Brenneman,Action Adventure Drama Thriller,daylight,Action Adventure Drama Thriller daylight Sylvester Stallone Viggo Mortensen Amy Brenneman Rob Cohen
Barry Cook,Charlie Rowe,Tiya Sircar,Madison Rothschild,Adventure Animation Family,walking with dinosaurs 3d,Adventure Animation Family walking with dinosaurs 3d Charlie Rowe Tiya Sircar Madison Rothschild Barry Cook
Roger Christian,Richard Tyson,Michael Byrne,John Topor,Action Adventure Sci-Fi,battlefield earth,Action Adventure Sci-Fi battlefield earth Richard Tyson Michael Byrne John Topor Roger Christian
Joe Dante,Brendan Fraser,Jenna Elfman,Heather Locklear,Adventure Animation Comedy Family Fantasy Sci-Fi,looney tunes: back in action,Adventure Animation Comedy Family Fantasy Sci-Fi looney tunes: back in action Brendan Fraser Jenna Elfman Heather Locklear Joe Dante
